"S_No","Price","Date of Transfer","Postcode","Town","District","County","Partial_Postcode"
28766,305000,2021,"PL13 2RF","LOOE","CORNWALL","CORNWALL","PL13 "
28797,215000,2021,"TR3 6EP","TRURO","CORNWALL","CORNWALL","TR3 6"
28819,162500,2021,"PL24 2NL","PAR","CORNWALL","CORNWALL","PL24 "
28846,480000,2021,"TR18 3LX","PENZANCE","CORNWALL","CORNWALL","TR18 "
28847,310000,2021,"TR26 2PU","ST IVES","CORNWALL","CORNWALL","TR26 "
28874,268000,2021,"TR3 7BD","TRURO","CORNWALL","CORNWALL","TR3 7"
28875,240000,2021,"PL26 6TU","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
28876,127200,2021,"PL11 3LX","TORPOINT","CORNWALL","CORNWALL","PL11 "
28927,270000,2021,"TR3 6LD","TRURO","CORNWALL","CORNWALL","TR3 6"
29011,499950,2021,"TR19 7AX","PENZANCE","CORNWALL","CORNWALL","TR19 "
29012,249000,2021,"TR4 8QH","TRURO","CORNWALL","CORNWALL","TR4 8"
29062,2775000,2021,"PL27 6JN","WADEBRIDGE","CORNWALL","CORNWALL","PL27 "
29117,430000,2021,"TR27 5DA","HAYLE","CORNWALL","CORNWALL","TR27 "
29118,175000,2021,"TR26 3JP","ST IVES","CORNWALL","CORNWALL","TR26 "
29164,56000,2021,"TR3 6FJ","TRURO","CORNWALL","CORNWALL","TR3 6"
29219,210000,2021,"TR19 7DT","PENZANCE","CORNWALL","CORNWALL","TR19 "
29246,242000,2021,"PL26 8ST","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
29300,3e+05,2021,"TR11 5HN","FALMOUTH","CORNWALL","CORNWALL","TR11 "
29794,430000,2021,"PL25 3SG","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
29795,410000,2021,"PL26 6EB","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
29832,240000,2021,"TR8 4FA","NEWQUAY","CORNWALL","CORNWALL","TR8 4"
29833,3187,2021,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
29834,2577,2021,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
29848,90000,2021,"TR19 7JX","PENZANCE","CORNWALL","CORNWALL","TR19 "
29864,37500,2021,"TR11 5TR","FALMOUTH","CORNWALL","CORNWALL","TR11 "
29891,274950,2021,"PL14 6JL","LISKEARD","CORNWALL","CORNWALL","PL14 "
29892,365000,2021,"PL26 6EA","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
29908,135000,2021,"EX22 6TG","HOLSWORTHY","CORNWALL","CORNWALL","EX22 "
29909,28000,2021,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
29968,274700,2021,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
29987,150000,2021,"BS2 0BX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
29988,150000,2021,"BS2 0BX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
30028,222500,2021,"BS3 1AR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
30201,295000,2021,"BS7 9EU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
30215,525000,2021,"BS8 2ST","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
30388,280000,2021,"BS6 5AS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
30431,226500,2021,"BS3 1RF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
30432,194950,2021,"BS5 8AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
30433,275000,2021,"BS7 8PD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
30484,432500,2021,"BS6 7RL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 7"
30485,265000,2021,"BS7 8UG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
30535,143000,2021,"BS8 2JT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
30576,220000,2021,"BS3 3LH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
30577,308000,2021,"BS8 3DR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
30578,285000,2021,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
30654,237000,2021,"BS3 1AT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
30655,386000,2021,"BS3 1FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
30656,237500,2021,"BS3 1FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
30657,375000,2021,"BS3 1FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
30658,4e+05,2021,"BS3 1FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
30672,291000,2021,"TR13 0RU","HELSTON","CORNWALL","CORNWALL","TR13 "
30707,194000,2021,"BS5 8HF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
30717,4e+05,2021,"BS3 1FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
30718,475000,2021,"BS9 1PE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
30758,910000,2021,"BS9 1NB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
30861,235000,2021,"TR8 4HB","NEWQUAY","CORNWALL","CORNWALL","TR8 4"
31006,245000,2021,"BS7 8PD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
31014,215000,2021,"BS3 3LH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
31025,215000,2021,"BS3 3LL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
31038,350000,2021,"BS8 1AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
31039,236000,2021,"BS3 4DL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
31149,205000,2021,"BS13 8PG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS13 "
31199,165000,2021,"TR3 6EP","TRURO","CORNWALL","CORNWALL","TR3 6"
31205,268000,2021,"BS16 2GP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
31245,425000,2021,"PL25 3SG","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
31246,151200,2021,"TR4 9GE","TRURO","CORNWALL","CORNWALL","TR4 9"
31298,115000,2021,"TR15 3NN","REDRUTH","CORNWALL","CORNWALL","TR15 "
31299,681000,2021,"TR11 5FX","FALMOUTH","CORNWALL","CORNWALL","TR11 "
31362,255000,2021,"BS2 0DF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
31363,275000,2021,"BS2 0DF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
31443,77500,2021,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
31491,80000,2021,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
31492,175000,2021,"TR3 6LD","TRURO","CORNWALL","CORNWALL","TR3 6"
31493,125000,2021,"TR14 8PF","CAMBORNE","CORNWALL","CORNWALL","TR14 "
31494,560000,2021,"PL26 6SR","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
31495,1325000,2021,"TR27 6FA","HAYLE","CORNWALL","CORNWALL","TR27 "
31515,258000,2021,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
31516,197500,2021,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
31517,182995,2021,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
31536,30000,2021,"TR4 8AX","TRURO","CORNWALL","CORNWALL","TR4 8"
31537,575000,2021,"TR12 7BW","HELSTON","CORNWALL","CORNWALL","TR12 "
31539,155000,2021,"TR16 4PB","REDRUTH","CORNWALL","CORNWALL","TR16 "
31580,295000,2021,"BS6 5HB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
31581,275000,2021,"BS6 5EE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
31794,290000,2021,"TR18 5AJ","PENZANCE","CORNWALL","CORNWALL","TR18 "
31795,168500,2021,"PL26 8EQ","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
31891,75000,2021,"TR20 8YN","PENZANCE","CORNWALL","CORNWALL","TR20 "
32031,485000,2021,"PL25 3FX","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
32036,255955,2021,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
32062,130000,2021,"PL30 5HD","BODMIN","CORNWALL","CORNWALL","PL30 "
32157,263000,2021,"PL15 9RR","LAUNCESTON","CORNWALL","CORNWALL","PL15 "
32158,490000,2021,"TR26 2JS","ST IVES","CORNWALL","CORNWALL","TR26 "
32177,199995,2021,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
32196,1e+05,2021,"TR14 8NH","CAMBORNE","CORNWALL","CORNWALL","TR14 "
32197,4e+05,2021,"PL13 2RY","LOOE","CORNWALL","CORNWALL","PL13 "
32198,165000,2021,"TR8 4SE","NEWQUAY","CORNWALL","CORNWALL","TR8 4"
32203,410000,2021,"TR26 2JS","ST IVES","CORNWALL","CORNWALL","TR26 "
32204,407500,2021,"TR3 7AN","TRURO","CORNWALL","CORNWALL","TR3 7"
32205,255000,2021,"TR26 2SX","ST IVES","CORNWALL","CORNWALL","TR26 "
32235,107250,2021,"TR8 4SE","NEWQUAY","CORNWALL","CORNWALL","TR8 4"
32236,165000,2021,"TR8 4SE","NEWQUAY","CORNWALL","CORNWALL","TR8 4"
32237,107250,2021,"TR8 4SE","NEWQUAY","CORNWALL","CORNWALL","TR8 4"
32238,113750,2021,"TR8 4SB","NEWQUAY","CORNWALL","CORNWALL","TR8 4"
32265,861100,2021,"TR12 7BW","HELSTON","CORNWALL","CORNWALL","TR12 "
32266,360000,2021,"PL14 5QE","LISKEARD","CORNWALL","CORNWALL","PL14 "
32267,130000,2021,"PL30 5HD","BODMIN","CORNWALL","CORNWALL","PL30 "
32268,540000,2021,"TR19 6PT","PENZANCE","CORNWALL","CORNWALL","TR19 "
32269,250000,2021,"PL26 6NG","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
32303,115000,2021,"PL26 6RR","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
32304,255000,2021,"TR6 0DQ","PERRANPORTH","CORNWALL","CORNWALL","TR6 0"
32308,215000,2021,"BS5 8AJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
32317,90000,2021,"TR19 7JX","PENZANCE","CORNWALL","CORNWALL","TR19 "
32318,175000,2021,"TR8 4SB","NEWQUAY","CORNWALL","CORNWALL","TR8 4"
32319,131000,2021,"EX23 9BW","BUDE","CORNWALL","CORNWALL","EX23 "
32347,370000,2021,"BS8 2HA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
32348,3e+05,2021,"BS8 2HA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
32374,113750,2021,"TR8 4SB","NEWQUAY","CORNWALL","CORNWALL","TR8 4"
32479,730000,2021,"TR2 5BS","TRURO","CORNWALL","CORNWALL","TR2 5"
32498,245000,2021,"TR7 3LR","NEWQUAY","CORNWALL","CORNWALL","TR7 3"
32520,3e+05,2021,"BS8 3BB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
32528,439700,2021,"BS6 5TB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
32548,130000,2021,"TR11 5BJ","FALMOUTH","CORNWALL","CORNWALL","TR11 "
32549,475000,2021,"BS8 2HD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
32553,280000,2021,"PL26 6NG","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
32594,253000,2021,"BS6 6NY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
32601,255000,2021,"PL25 3RZ","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
32602,375000,2021,"TR19 7QH","PENZANCE","CORNWALL","CORNWALL","TR19 "
32610,620000,2021,"TR12 7BW","HELSTON","CORNWALL","CORNWALL","TR12 "
32611,2e+05,2021,"TR26 2NU","ST IVES","CORNWALL","CORNWALL","TR26 "
32612,495000,2021,"TR20 9SQ","PENZANCE","CORNWALL","CORNWALL","TR20 "
32613,275000,2021,"TR3 7NL","TRURO","CORNWALL","CORNWALL","TR3 7"
32626,345000,2021,"BS8 2JT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
32636,169690,2021,"TR11 5BJ","FALMOUTH","CORNWALL","CORNWALL","TR11 "
32644,480000,2021,"TR20 9SQ","PENZANCE","CORNWALL","CORNWALL","TR20 "
32680,340000,2021,"TR4 8NJ","TRURO","CORNWALL","CORNWALL","TR4 8"
32681,730000,2021,"PL27 6NP","WADEBRIDGE","CORNWALL","CORNWALL","PL27 "
32715,640000,2021,"TR19 6QX","PENZANCE","CORNWALL","CORNWALL","TR19 "
32716,850000,2021,"TR11 5SR","FALMOUTH","CORNWALL","CORNWALL","TR11 "
32717,160000,2021,"PL26 6RX","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
32722,104000,2021,"TR14 8PF","CAMBORNE","CORNWALL","CORNWALL","TR14 "
32723,196000,2021,"PL12 5FB","SALTASH","CORNWALL","CORNWALL","PL12 "
32724,335000,2021,"TR20 9DX","PENZANCE","CORNWALL","CORNWALL","TR20 "
32767,265000,2021,"BS7 9EU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
32768,234000,2021,"BS3 1AS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
32769,322500,2021,"BS6 6JB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
32770,245000,2021,"BS8 3DR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
32835,635000,2021,"BS8 2DD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
32836,182000,2021,"BS5 7NB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 7"
32837,195000,2021,"BS11 0DW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
32897,435000,2021,"BS8 4LW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
32898,160000,2021,"BS2 8HS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 8"
32928,318000,2021,"BS6 6HE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
32929,250000,2021,"BS3 3NL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
32930,292500,2021,"BS6 6HW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
32970,215000,2021,"BS7 0EY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 0"
32971,140000,2021,"BS16 2HX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
32977,260000,2021,"BS6 7PT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 7"
33014,185000,2021,"BS10 7FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS10 "
33028,282000,2021,"BS3 1AX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
33051,160000,2021,"BS10 5DL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS10 "
33073,29350,2021,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
33094,73000,2021,"TR15 3PB","REDRUTH","CORNWALL","CORNWALL","TR15 "
33095,89950,2021,"TR14 8FB","CAMBORNE","CORNWALL","CORNWALL","TR14 "
33105,298000,2021,"TR3 7JR","TRURO","CORNWALL","CORNWALL","TR3 7"
33106,55000,2021,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
33120,275000,2021,"BS9 1QA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
33121,175000,2021,"BS5 0UN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 0"
33122,310000,2021,"BS3 1FH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
33123,277000,2021,"BS8 2DG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
33137,305250,2021,"BS6 7PY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 7"
33160,195000,2021,"BS3 4DL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
33161,410000,2021,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
33162,262000,2021,"BS3 4DL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
33216,380000,2021,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
33217,360000,2021,"BS2 9LL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 9"
33319,345000,2021,"BS6 5DP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
33321,140000,2021,"PL26 8PP","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
33402,520000,2021,"BS8 3HB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
33403,297000,2021,"BS16 1FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
33408,725000,2021,"BS8 4JZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
33413,187000,2021,"TR4 8AP","TRURO","CORNWALL","CORNWALL","TR4 8"
33414,113750,2021,"TR8 4SB","NEWQUAY","CORNWALL","CORNWALL","TR8 4"
33436,345000,2021,"BS9 1PY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
33471,220000,2021,"BS10 7QX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS10 "
33472,399950,2021,"BS8 4BT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
33480,250000,2021,"BS16 3UH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
33481,446000,2021,"BS8 3EG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
33519,166000,2021,"BS5 8AL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
33520,159000,2021,"BS15 1TB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS15 "
33586,725000,2021,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
33690,168000,2021,"BS3 1BH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
33691,144000,2021,"BS14 0BB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS14 "
33753,190000,2021,"BS8 2DP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
33808,25000,2021,"TR26 2PY","ST IVES","CORNWALL","CORNWALL","TR26 "
33809,520000,2021,"TR14 9AB","CAMBORNE","CORNWALL","CORNWALL","TR14 "
33846,167500,2021,"TR20 9LG","PENZANCE","CORNWALL","CORNWALL","TR20 "
33870,1e+05,2021,"PL26 8PP","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
33887,650000,2021,"PL11 3JN","TORPOINT","CORNWALL","CORNWALL","PL11 "
33899,335000,2021,"BS6 6HL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
33914,225000,2021,"BS11 9TX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
33915,215000,2021,"BS16 2HN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
33916,240000,2021,"BS16 2HN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
33917,230000,2021,"BS16 2HN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
33918,220000,2021,"BS16 2HN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
33919,240000,2021,"BS16 2HN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
33925,48750,2021,"TR8 4FF","NEWQUAY","CORNWALL","CORNWALL","TR8 4"
33926,3e+05,2021,"TR19 6DB","PENZANCE","CORNWALL","CORNWALL","TR19 "
33970,190000,2021,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
33983,186000,2021,"BS16 2HN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
33984,235000,2021,"BS16 2HN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
33985,235000,2021,"BS16 2HN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
34125,144000,2021,"PL27 6PY","WADEBRIDGE","CORNWALL","CORNWALL","PL27 "
34126,144000,2021,"PL27 6PY","WADEBRIDGE","CORNWALL","CORNWALL","PL27 "
34130,350000,2021,"BS8 1LH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
34131,153000,2021,"BS8 1AA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
34179,70000,2021,"TR13 9TA","HELSTON","CORNWALL","CORNWALL","TR13 "
34180,65000,2021,"TR13 9TA","HELSTON","CORNWALL","CORNWALL","TR13 "
34181,75000,2021,"TR13 9TA","HELSTON","CORNWALL","CORNWALL","TR13 "
34182,85000,2021,"TR13 9TA","HELSTON","CORNWALL","CORNWALL","TR13 "
34183,75000,2021,"TR13 9TA","HELSTON","CORNWALL","CORNWALL","TR13 "
34187,375000,2021,"BS8 1AP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
34272,250000,2021,"BS16 2HN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
34288,160000,2021,"TR19 7HG","PENZANCE","CORNWALL","CORNWALL","TR19 "
34474,745000,2021,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
34475,925000,2021,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
34798,180000,2021,"BS1 6FH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS1 6"
34809,250000,2021,"BS16 3UA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
34810,155000,2021,"TR19 6RP","PENZANCE","CORNWALL","CORNWALL","TR19 "
34811,2e+05,2021,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
34812,34000,2021,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
34869,450000,2021,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
34870,238000,2021,"BS3 1AT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
34871,225000,2021,"BS11 9TX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
34872,285000,2021,"BS5 8FB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
34874,147500,2021,"BS16 3DW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
34875,29750,2021,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
34926,342500,2021,"BS3 1AX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
34927,467500,2021,"BS8 3GH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
34931,3e+05,2021,"TR26 2FG","ST IVES","CORNWALL","CORNWALL","TR26 "
34932,499950,2021,"TR26 2JS","ST IVES","CORNWALL","CORNWALL","TR26 "
34994,717499,2021,"PL14 3PJ","LISKEARD","CORNWALL","CORNWALL","PL14 "
34995,365000,2021,"TR26 2PE","ST IVES","CORNWALL","CORNWALL","TR26 "
34996,83000,2021,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
34997,375000,2021,"PL23 1PB","FOWEY","CORNWALL","CORNWALL","PL23 "
34998,75500,2021,"TR20 8YN","PENZANCE","CORNWALL","CORNWALL","TR20 "
34999,310000,2021,"TR1 2XN","TRURO","CORNWALL","CORNWALL","TR1 2"
35218,810000,2021,"BS4 3EF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
35272,4e+05,2021,"BS8 4HA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
35306,227250,2021,"BS3 4HB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
35410,499000,2021,"PL25 3FX","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
35411,157500,2021,"PL26 6RS","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
35412,220559,2021,"TR19 7HH","PENZANCE","CORNWALL","CORNWALL","TR19 "
35462,6e+05,2021,"TR20 8XG","PENZANCE","CORNWALL","CORNWALL","TR20 "
35463,190000,2021,"TR11 5AF","FALMOUTH","CORNWALL","CORNWALL","TR11 "
35809,340000,2021,"BS6 5DP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
35880,225000,2021,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
35881,145000,2021,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
35882,514000,2021,"TR26 2PU","ST IVES","CORNWALL","CORNWALL","TR26 "
35888,87600,2021,"PL14 5QE","LISKEARD","CORNWALL","CORNWALL","PL14 "
35889,55000,2021,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
36035,181500,2021,"BS5 8JP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
36137,365000,2021,"PL26 6EA","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
36168,274950,2021,"PL14 6JL","LISKEARD","CORNWALL","CORNWALL","PL14 "
36169,340000,2021,"PL26 6EA","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
36175,165000,2021,"TR3 6EP","TRURO","CORNWALL","CORNWALL","TR3 6"
36176,315000,2021,"PL26 6EA","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
36223,150000,2021,"BS16 2HX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
36224,276000,2021,"BS6 5HD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
36225,116500,2021,"BS11 0QE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
36226,428500,2021,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
36227,358000,2021,"PL26 6EB","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
36232,355000,2021,"PL26 6EA","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
36233,375000,2021,"PL26 6EB","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
36363,330000,2021,"BS6 5EX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
36368,545000,2021,"BS8 2DW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
36380,236000,2021,"BS9 3BQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 3"
36384,75000,2021,"TR13 9TA","HELSTON","CORNWALL","CORNWALL","TR13 "
